owner,repo,stars_and_watchers,forks,downstream_dependents,length_of_comments,change_of_pulls,change_of_contributors,time_to_close_issues,time_to_comment_issues,closed_PRs,time_to_close_PRs,time_to_comment_PRs,commit_tags,health_percentage,headings_of_docs,headings_of_README,projects_owned_by_maintainer,projects_age_owned_by_maintainer,outdated_versions,vulnerabilities,workflow_runs,contributors_per_code_file,files_with_more_than_1_contributors,time_since_created,versions,issues_reporters_count,contributors_count,submitted_PRs,submitted_commits,issues_closed_rate,PRs_closed_rate,comments_per_pull,labels
gregberge,svgr,20452.0,407.0,8440060,947.4,0.0,0.0,12.3,8.4,7.0,14.9,0.0,20.0,85.0,20,6.0,125.0,2788.5,37850,0.0,76.0,1.9,215.0,2403.1,69.0,37.0,9.0,14.0,12.0,0.84,0.97,1.6,20.0
kentcdodds,cross-env,12474.0,266.0,2516834,947.4,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,71.0,3,13.0,707.0,2265.9,76,0.0,-1.0,5.7,14.0,3104.24,45.0,-1.0,-1.0,-1.0,-1.0,0.99,1.0,1.6,11.0
postcss,postcss-safe-parser,236.0,12.0,3887816,947.4,0.0,-1.0,-1.0,-1.0,2.0,0.1,0.0,8.0,37.0,0,3.0,55.0,3000.8,833,0.0,8.0,1.2,6.0,3165.0,-1.0,-1.0,2.0,2.0,5.0,0.93,1.0,1.6,8.0
octokit,rest.js,992.0,61.0,1,943.9,8.0,1.0,1.2,3.3,60.0,1.0,45.2,24.0,87.0,14,5.0,67.0,1741.4,22620,19.0,1556.0,2.2,94.0,1078.26,303.0,21.0,9.0,61.0,61.0,0.74,0.98,1.6,24.0
jergason,recursive-readdir,682.0,93.0,9295831,943.9,0.0,-1.0,3.6,1.8,-1.0,-1.0,-1.0,2.0,42.0,0,4.0,197.0,3232.6,459,13.0,-1.0,2.5,14.0,4468.07,-1.0,1.0,-1.0,-1.0,-1.0,0.60,0.83,1.6,2.0
blakeembrey,change-case,4248.0,90.0,509746,943.4,4.0,-1.0,13.1,11.1,5.0,4.7,3.9,8.0,57.0,0,5.0,203.0,2985.3,1221,1.0,71.0,1.7,84.0,4003.84,43.0,27.0,6.0,6.0,56.0,1.00,1.0,1.6,8.0
webpack-contrib,webpack-bundle-analyzer,24946.0,475.0,2145019,941.9,0.0,-1.0,1.0,1.0,11.0,6.8,6.7,47.0,50.0,13,11.0,87.0,3137.7,25398,19.0,75.0,2.3,84.0,2713.82,1.0,4.0,6.0,11.0,11.0,0.93,0.97,1.6,47.0
isaacs,node-touch,242.0,15.0,4864694,941.9,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,42.0,0,6.0,462.0,3566.9,507,50.0,-1.0,1.1,1.0,4561.08,-1.0,-1.0,-1.0,-1.0,-1.0,0.55,0.93,1.6,1.0
remy,nodemon,51802.0,1701.0,5366286,941.3,-1.0,-1.0,25.8,10.1,8.0,10.0,0.0,25.0,85.0,1,28.0,340.0,2732.1,11522,22.0,10023.0,2.5,64.0,4928.46,93.0,29.0,3.0,10.0,49.0,1.00,0.99,1.6,25.0
matthew-andrews,isomorphic-fetch,13920.0,287.0,2585289,941.3,0.0,-1.0,-1.0,80.7,-1.0,-1.0,-1.0,8.0,42.0,0,8.0,142.0,3404.0,174,0.0,-1.0,1.9,9.0,3432.63,9.0,1.0,-1.0,-1.0,-1.0,0.70,0.82,1.6,8.0
que-etc,resize-observer-polyfill,3450.0,139.0,1173647,941.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,42.0,0,6.0,3.0,2534.0,5637,59.0,-1.0,1.1,9.0,2799.45,18.0,-1.0,-1.0,-1.0,-1.0,0.50,0.34,1.6,9.0
node-modules,detect-port,722.0,28.0,677169,941.4,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,7.0,50.0,1,11.0,116.0,2913.7,96,0.0,61.0,2.2,20.0,3228.88,8.0,-1.0,-1.0,1.0,-1.0,1.00,0.97,1.6,7.0
babel,babylon,3430.0,256.0,1,941.4,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.0,75.0,17,2.0,61.0,2679.0,20644,63.0,-1.0,1.4,1018.0,2943.76,61.0,-1.0,-1.0,-1.0,-1.0,1.00,1.0,1.6,41.0
emotion-js,emotion,34140.0,1087.0,308380,939.5,-4.0,-2.0,28.7,23.0,10.0,38.5,0.0,15.0,87.0,13,11.0,10.0,2254.5,45974,63.0,158.0,2.0,893.0,2500.82,518.0,55.0,4.0,23.0,4.0,0.85,0.96,1.6,15.0
slevithan,xregexp,6458.0,325.0,2787668,939.5,0.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,9.0,42.0,0,11.0,7.0,2780.6,12451,0.0,-1.0,2.0,112.0,4419.32,14.0,4.0,-1.0,1.0,-1.0,0.91,0.97,1.6,9.0
auth0,jwt-decode,6080.0,350.0,593122,931.5,-9.0,-1.0,2.7,0.1,142.0,1.7,3.1,23.0,75.0,0,10.0,440.0,2943.6,4460,2.0,744.0,2.4,47.0,3688.2,6.0,12.0,8.0,146.0,147.0,1.00,0.98,1.6,23.0
twbs,bootstrap,333916.0,78305.0,5390095,921.9,-8.0,-1.0,6.1,5.9,269.0,8.0,7.8,62.0,87.0,12,17.0,26.0,2874.6,6109,-1.0,21691.0,1.9,301.0,4629.11,89.0,236.0,34.0,314.0,192.0,0.98,0.99,1.6,62.0
markdown-it,markdown-it,33682.0,1656.0,614667,920.9,0.0,1.0,22.2,14.2,12.0,16.3,8.3,15.0,75.0,2,15.0,19.0,3181.4,167,0.0,152.0,1.6,53.0,3390.05,-1.0,40.0,11.0,14.0,55.0,0.99,0.99,1.6,15.0
facebook,create-react-app,203254.0,26517.0,12003841,919.8,1.0,0.0,8.7,12.1,15.0,1.7,1.0,32.0,87.0,26,21.0,135.0,2276.2,28906,58.0,87.0,3.1,288.0,2814.38,83.0,116.0,-1.0,51.0,-1.0,0.79,0.89,1.6,32.0
d3,d3-shape,4928.0,303.0,430741,919.8,0.0,-1.0,-1.0,0.8,1.0,0.1,-1.0,4.0,37.0,0,2.0,54.0,3094.9,906,1.0,2.0,1.4,76.0,3191.19,41.0,2.0,1.0,1.0,1.0,0.88,0.96,1.6,4.0
pinojs,pino,25912.0,829.0,361238,915.1,-2.0,-1.0,12.4,6.6,62.0,9.5,6.0,22.0,62.0,5,17.0,41.0,2277.0,326,0.0,839.0,3.9,140.0,2966.41,285.0,80.0,24.0,63.0,59.0,0.91,0.99,1.6,22.0
socketio,socket.io,119724.0,10062.0,4531154,913.7,0.0,0.0,14.3,7.2,6.0,32.4,18.3,11.0,75.0,0,15.0,52.0,2194.6,24408,12.0,189.0,1.6,53.0,5134.23,62.0,62.0,8.0,11.0,30.0,0.97,0.99,1.6,11.0
gajus,eslint-plugin-flowtype,2158.0,154.0,9470475,913.7,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,57.0,8,55.0,320.0,2560.1,1438,0.0,-1.0,4.1,158.0,2968.44,124.0,-1.0,-1.0,-1.0,-1.0,0.89,0.98,1.6,11.0
npm,read,382.0,38.0,807265,911.8,-1.0,-1.0,-1.0,-1.0,34.0,7.8,5.3,23.0,87.0,10,4.0,343.0,2614.2,41,0.0,776.0,1.8,23.0,4499.03,4.0,1.0,4.0,37.0,21.0,0.61,0.96,1.6,23.0
webpack-contrib,raw-loader,1692.0,96.0,1864917,911.8,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.0,62.0,0,8.0,87.0,3137.7,27888,41.0,-1.0,1.7,20.0,4377.57,8.0,-1.0,-1.0,-1.0,-1.0,0.96,0.95,1.6,41.0
npm,cli,15746.0,2777.0,3,901.9,6.0,1.0,12.3,7.5,223.0,5.3,3.2,79.0,100.0,10,7.0,343.0,2614.2,4846,70.0,12613.0,1.3,794.0,2096.02,629.0,260.0,39.0,236.0,287.0,0.84,0.99,1.6,79.0
d3,d3-scale,3138.0,298.0,427199,901.8,0.0,-1.0,0.0,0.0,1.0,0.0,46.0,10.0,37.0,0,2.0,54.0,3094.9,1012,7.0,3.0,1.6,45.0,3211.06,56.0,2.0,1.0,3.0,1.0,0.89,0.87,1.6,10.0
less,less.js,33958.0,3420.0,0,899.8,-1.0,-1.0,19.9,15.4,10.0,18.6,6.2,23.0,87.0,7,8.0,18.0,3841.6,11020,46.0,110.0,1.5,320.0,5153.27,35.0,26.0,3.0,16.0,6.0,0.94,0.97,1.6,23.0
sindresorhus,multimatch,596.0,27.0,618843,899.8,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,85.0,0,8.0,1100.0,2969.7,16,0.0,2.0,3.1,14.0,3728.57,6.0,-1.0,1.0,-1.0,2.0,0.94,1.0,1.6,7.0
dankogai,js-base64,8300.0,1327.0,4446041,899.7,2.0,-1.0,-1.0,21.5,2.0,1.1,1.1,-1.0,57.0,0,10.0,105.0,3652.0,13,0.0,76.0,2.4,24.0,5478.11,-1.0,1.0,2.0,2.0,7.0,0.95,1.0,1.6,-1.0
mikehall314,es6-promisify,1032.0,36.0,1911689,899.7,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,42.0,0,7.0,13.0,1775.4,16542,9.0,1.0,1.4,6.0,3638.36,21.0,-1.0,-1.0,-1.0,-1.0,1.00,0.9,1.6,9.0
oliviertassinari,babel-plugin-transform-react-remove-prop-types,1798.0,61.0,8684964,899.7,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,42.0,0,18.0,151.0,1301.1,23598,36.0,-1.0,1.6,76.0,3016.44,42.0,-1.0,-1.0,-1.0,-1.0,0.83,0.98,1.6,14.0
npm,osenv,274.0,23.0,6191913,899.7,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,50.0,0,10.0,343.0,2614.2,3905,46.0,-1.0,2.0,6.0,4304.99,-1.0,-1.0,-1.0,-1.0,-1.0,0.50,0.47,1.6,7.0
bevacqua,hash-sum,584.0,27.0,2598247,899.7,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,42.0,0,6.0,291.0,3392.0,270,10.0,-1.0,1.0,-1.0,3183.25,-1.0,-1.0,-1.0,-1.0,-1.0,0.00,0.29,1.6,8.0
mongodb,js-bson,2156.0,264.0,0,898.2,3.0,3.0,-1.0,-1.0,57.0,8.3,8.9,10.0,50.0,0,15.0,251.0,1992.3,3062,2.0,122.0,2.4,228.0,4406.61,42.0,-1.0,11.0,57.0,36.0,-1.0,1.0,1.6,10.0
bjyoungblood,es6-error,430.0,34.0,523609,898.2,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,42.0,0,5.0,133.0,2904.5,17118,26.0,-1.0,2.7,18.0,3291.14,7.0,-1.0,-1.0,-1.0,-1.0,0.72,0.96,1.6,7.0
jest-community,jest-watch-typeahead,816.0,19.0,8186322,897.8,2.0,0.0,-1.0,-1.0,42.0,18.2,61.7,10.0,37.0,0,6.0,18.0,2158.7,8552,0.0,372.0,1.9,49.0,2199.86,24.0,-1.0,2.0,43.0,37.0,0.70,0.98,1.6,10.0
babel,babel-eslint,5944.0,239.0,6188821,897.8,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.0,62.0,2,13.0,61.0,2679.0,25045,20.0,-1.0,4.2,56.0,3320.78,38.0,-1.0,-1.0,-1.0,-1.0,1.00,0.99,1.6,27.0
niksy,throttle-debounce,1996.0,109.0,602434,897.8,0.0,-1.0,1.2,1.2,-1.0,-1.0,-1.0,7.0,42.0,0,13.0,263.0,2593.1,2092,0.0,-1.0,1.8,12.0,3389.37,5.0,1.0,-1.0,-1.0,-1.0,0.88,0.97,1.6,7.0
gulpjs,vinyl,2518.0,104.0,1369176,897.8,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,62.0,0,13.0,72.0,3044.7,86,0.0,3.0,3.3,32.0,3754.06,30.0,-1.0,-1.0,-1.0,-1.0,0.91,0.98,1.6,10.0
webpack-contrib,webpack-hot-middleware,4670.0,312.0,915519,897.4,-1.0,-1.0,3.1,0.9,7.0,36.1,0.1,13.0,62.0,0,17.0,87.0,3137.7,2492,1.0,-1.0,4.3,25.0,3255.27,4.0,2.0,5.0,7.0,8.0,0.77,0.96,1.6,13.0
puppeteer,puppeteer,172534.0,8942.0,423064,885.9,62.0,-3.0,10.9,1.2,905.0,2.5,1.4,49.0,75.0,0,10.0,9.0,1498.5,10721,1.0,20314.0,1.1,373.0,2518.07,366.0,298.0,30.0,905.0,420.0,0.96,1.0,1.5,49.0
sockjs,sockjs-client,16684.0,1299.0,7717259,885.6,1.0,-1.0,0.7,0.4,4.0,41.9,40.0,11.0,62.0,7,15.0,10.0,3986.1,1447,6.0,415.0,1.4,57.0,4636.41,18.0,7.0,2.0,7.0,3.0,0.96,0.94,1.5,11.0
philbooth,bfj,328.0,4.0,8149836,885.6,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,57.0,1,25.0,21.0,3108.1,257,0.0,-1.0,1.2,7.0,3363.51,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.5,12.0
reduxjs,redux-thunk,35448.0,1038.0,2575313,885.3,-2.0,-1.0,10.2,0.0,5.0,0.2,0.0,7.0,62.0,1,10.0,21.0,2282.9,2737,6.0,79.0,3.9,33.0,3184.44,20.0,6.0,5.0,6.0,21.0,1.00,0.99,1.5,7.0
mongodb,node-mongodb-native,19840.0,1761.0,3963190,880.6,10.0,2.0,-1.0,-1.0,227.0,7.6,7.2,8.0,75.0,18,23.0,251.0,1992.3,9967,3.0,4438.0,1.1,707.0,5197.46,100.0,-1.0,15.0,233.0,156.0,-1.0,0.99,1.5,8.0
omnidan,node-emoji,2534.0,250.0,1323257,881.3,7.0,0.0,12.5,10.1,33.0,2.4,2.4,16.0,100.0,0,18.0,67.0,3247.6,18536,5.0,2034.0,2.2,83.0,3518.49,23.0,4.0,4.0,36.0,46.0,0.88,0.9,1.5,16.0
expressjs,serve-favicon,1240.0,76.0,682261,881.3,0.0,-1.0,0.8,0.0,-1.0,-1.0,-1.0,20.0,50.0,0,9.0,44.0,3465.5,362,0.0,-1.0,1.7,6.0,3708.39,22.0,1.0,-1.0,-1.0,-1.0,1.00,0.88,1.5,20.0
request,request-promise-native,2190.0,75.0,4275605,881.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,37.0,0,7.0,29.0,3355.3,124,0.0,-1.0,1.3,3.0,2886.13,-1.0,-1.0,-1.0,-1.0,-1.0,0.75,0.77,1.5,11.0
brianc,node-postgres,23586.0,1172.0,0,878.0,7.0,3.0,4.0,6.6,37.0,30.6,2.3,12.0,42.0,0,12.0,154.0,3712.1,16729,31.0,280.0,2.0,179.0,4916.04,-1.0,65.0,14.0,46.0,21.0,0.82,0.94,1.5,12.0
jasmine,jasmine,31382.0,2232.0,19,878.0,0.0,-1.0,4.2,1.1,3.0,6.7,0.9,22.0,75.0,7,7.0,11.0,3842.6,180,0.0,-1.0,2.2,236.0,5598.01,65.0,10.0,3.0,3.0,25.0,0.99,1.0,1.5,22.0
expressjs,multer,22454.0,1027.0,1538144,877.9,0.0,-1.0,22.0,31.4,1.0,0.9,0.1,20.0,50.0,0,13.0,44.0,3465.5,141,0.0,-1.0,4.0,41.0,3713.24,-1.0,16.0,2.0,2.0,4.0,0.80,0.73,1.5,20.0
paulmillr,es6-shim,6238.0,398.0,207117,877.9,0.0,-1.0,0.4,0.4,-1.0,-1.0,-1.0,18.0,42.0,0,9.0,90.0,1967.0,485,0.0,15.0,1.4,13.0,4480.98,61.0,1.0,1.0,-1.0,1.0,0.88,0.98,1.5,18.0
shellscape,webpack-manifest-plugin,2850.0,185.0,8929225,877.9,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.0,85.0,0,29.0,105.0,2016.8,14793,6.0,33.0,2.4,39.0,3298.06,16.0,1.0,-1.0,-1.0,-1.0,0.99,0.99,1.5,42.0
i18next,i18next,14546.0,612.0,240729,869.4,11.0,2.0,37.0,1.8,35.0,15.7,0.0,12.0,62.0,4,2.0,55.0,2230.4,8102,6.0,73.0,1.9,92.0,4489.47,158.0,71.0,12.0,36.0,138.0,0.99,1.0,1.5,12.0
socketio,socket.io-client,20992.0,3048.0,3147085,869.4,0.0,-1.0,53.6,7.9,2.0,2.6,0.0,9.0,75.0,0,4.0,52.0,2194.6,26001,4.0,120.0,2.8,45.0,5134.23,60.0,17.0,2.0,2.0,9.0,0.97,0.99,1.5,9.0
stylelint,stylelint,21498.0,929.0,669783,856.6,-1.0,-5.0,18.0,1.5,338.0,3.1,0.1,33.0,100.0,7,10.0,24.0,1984.4,8148,0.0,4886.0,1.4,511.0,3405.32,220.0,87.0,26.0,339.0,316.0,0.96,1.0,1.5,33.0
stephenhandley,requireindex,170.0,12.0,541479,856.6,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,28.0,0,5.0,58.0,2712.1,0,0.0,-1.0,1.1,2.0,4352.91,-1.0,-1.0,-1.0,-1.0,-1.0,0.83,1.0,1.5,6.0
eslint-community,eslint-plugin-promise,1768.0,95.0,1298881,856.7,0.0,-1.0,-1.0,4.7,-1.0,-1.0,0.6,17.0,87.0,16,6.0,12.0,1376.2,8191,0.0,14.0,4.1,78.0,2995.04,2.0,5.0,-1.0,1.0,-1.0,0.70,0.96,1.5,17.0
expressjs,morgan,15526.0,524.0,3150221,856.7,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,22.0,50.0,0,12.0,44.0,3465.5,257,0.0,-1.0,2.7,11.0,3704.19,26.0,2.0,-1.0,1.0,-1.0,0.91,0.9,1.5,22.0
googlechrome,workbox,24016.0,794.0,8492717,856.3,1.0,-1.0,40.2,11.2,2.0,0.0,9.3,34.0,62.0,6,4.0,42.0,2427.8,28247,0.0,121.0,1.8,624.0,2918.34,83.0,34.0,-1.0,22.0,-1.0,0.90,0.97,1.5,34.0
vuejs,core,87144.0,7677.0,0,842.4,2.0,-1.0,7.6,2.8,404.0,18.7,1.1,53.0,62.0,0,8.0,123.0,2364.1,2380,1.0,19394.0,2.3,283.0,2119.42,198.0,449.0,73.0,519.0,504.0,0.85,0.91,1.5,53.0
npm,fstream,410.0,52.0,3491904,842.4,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,50.0,0,1.0,343.0,2614.2,1618,52.0,-1.0,2.8,22.0,4537.1,-1.0,-1.0,-1.0,-1.0,-1.0,0.38,0.73,1.5,5.0
sindresorhus,debounce,1402.0,77.0,808149,842.3,0.0,-1.0,100.0,100.0,1.0,100.0,100.0,6.0,85.0,0,6.0,1100.0,2969.7,24,0.0,3.0,3.1,11.0,3875.23,2.0,1.0,3.0,1.0,11.0,1.00,1.0,1.5,6.0
luin,ioredis,26500.0,1119.0,273309,842.1,0.0,0.0,7.6,26.8,2.0,5.2,21.2,-1.0,62.0,7,46.0,110.0,2723.7,8341,10.0,34.0,2.5,169.0,3286.72,150.0,63.0,1.0,9.0,1.0,0.80,0.92,1.5,-1.0
ladjs,supertest,26940.0,756.0,1242195,842.1,-1.0,-1.0,32.8,59.4,1.0,37.1,-1.0,-1.0,87.0,0,13.0,102.0,2212.5,74,10.0,9.0,8.7,22.0,4295.13,36.0,6.0,2.0,1.0,7.0,0.73,0.95,1.5,-1.0
dominictarr,map-stream,242.0,22.0,1000325,842.1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,28.0,0,1.0,893.0,3659.0,0,0.0,-1.0,1.7,5.0,4243.47,-1.0,-1.0,-1.0,-1.0,-1.0,0.43,0.71,1.5,6.0
cthackers,adm-zip,3876.0,359.0,1590415,842.0,1.0,-1.0,0.1,11.7,1.0,2.9,0.0,10.0,42.0,0,6.0,9.0,3369.7,234,1.0,-1.0,3.2,87.0,4421.41,4.0,10.0,2.0,1.0,2.0,0.51,0.94,1.5,10.0
bgrins,TinyColor,9822.0,430.0,1,842.0,0.0,-1.0,84.3,83.0,1.0,0.0,-1.0,2.0,42.0,0,60.0,139.0,2715.0,0,0.0,9.0,2.1,12.0,4659.25,1.0,3.0,-1.0,1.0,-1.0,0.52,0.78,1.5,2.0
dominictarr,event-stream,4372.0,157.0,866977,842.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,42.0,0,22.0,893.0,3659.0,21,4.0,-1.0,2.3,9.0,4606.83,2.0,-1.0,-1.0,-1.0,-1.0,0.90,1.0,1.5,1.0
adaltas,node-csv,7584.0,270.0,80730,841.7,0.0,-1.0,19.3,16.7,3.0,2.5,2.0,2.0,75.0,8,6.0,114.0,1790.9,229,0.0,85.0,1.2,148.0,4936.4,-1.0,17.0,4.0,3.0,59.0,0.87,0.98,1.5,2.0
airbnb,javascript,281302.0,26024.0,1476174,837.1,6.0,6.0,0.5,0.2,59.0,0.9,0.6,19.0,62.0,0,42.0,197.0,2834.7,391,0.0,652.0,6.7,37.0,4168.03,-1.0,27.0,7.0,67.0,13.0,0.93,0.95,1.5,19.0
janl,mustache.js,32414.0,2398.0,0,837.1,0.0,-1.0,10.1,0.3,-1.0,-1.0,-1.0,16.0,42.0,0,21.0,202.0,3253.2,3251,87.0,-1.0,2.1,386.0,5292.01,16.0,4.0,-1.0,-1.0,-1.0,0.84,0.92,1.5,16.0
log4js-node,log4js-node,11488.0,775.0,0,837.1,0.0,-1.0,5.7,8.1,3.0,66.5,-1.0,12.0,50.0,0,9.0,18.0,2527.2,5634,1.0,265.0,2.3,145.0,5187.96,-1.0,19.0,2.0,7.0,6.0,0.91,0.98,1.5,12.0
beautifier,js-beautify,16774.0,1353.0,713906,836.1,-2.0,-2.0,24.0,10.6,44.0,14.2,35.9,32.0,75.0,35,20.0,3.0,2852.2,1010,1.0,432.0,3.5,56.0,5596.73,25.0,24.0,9.0,48.0,92.0,0.77,0.97,1.5,32.0
AvianFlu,ncp,1356.0,103.0,852610,836.1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.0,0,3.0,42.0,4165.6,79,0.0,-1.0,2.3,23.0,4602.98,-1.0,-1.0,-1.0,-1.0,-1.0,0.31,0.6,1.5,-1.0
sindresorhus,clipboardy,3426.0,81.0,1913111,836.1,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,10.0,85.0,0,7.0,1100.0,2969.7,16,0.0,3.0,2.3,14.0,2674.45,6.0,3.0,1.0,-1.0,3.0,0.78,1.0,1.5,10.0
eligrey,FileSaver.js,42216.0,4369.0,1,836.1,0.0,-1.0,0.0,79.1,-1.0,-1.0,-1.0,19.0,42.0,0,11.0,106.0,2754.9,4922,24.0,-1.0,5.8,16.0,4643.86,14.0,8.0,-1.0,-1.0,-1.0,0.73,0.81,1.5,19.0
mysticatea,eslint-plugin-node,1902.0,158.0,1015044,836.0,0.0,-1.0,-1.0,13.4,1.0,0.0,0.0,13.0,42.0,0,13.0,118.0,2509.7,279,0.0,62.0,1.4,81.0,3051.7,57.0,1.0,-1.0,1.0,-1.0,0.57,0.79,1.5,13.0
shama,gaze,2316.0,180.0,3445460,836.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,42.0,0,12.0,379.0,3705.8,32,0.0,-1.0,2.1,16.0,4196.99,-1.0,-1.0,-1.0,-1.0,-1.0,0.66,0.91,1.5,8.0
csstools,postcss-normalize,1620.0,39.0,7959241,836.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,62.0,3,9.0,119.0,2505.4,709,0.0,-1.0,1.1,5.0,3193.36,2.0,-1.0,1.0,1.0,1.0,0.77,0.91,1.5,7.0
helmetjs,helmet,19896.0,361.0,562928,835.6,1.0,-1.0,24.0,5.6,7.0,2.6,0.1,-1.0,75.0,15,3.0,22.0,3107.9,4792,0.0,98.0,1.5,42.0,4442.05,-1.0,13.0,3.0,7.0,27.0,0.98,0.99,1.5,-1.0
jeremyfa,yaml.js,1764.0,145.0,200816,835.6,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,42.0,0,10.0,112.0,2631.5,0,0.0,-1.0,1.2,30.0,4906.11,-1.0,-1.0,-1.0,-1.0,-1.0,0.52,0.95,1.5,2.0
lovell,sharp,55136.0,1252.0,748104,834.1,3.0,1.0,14.1,1.8,25.0,3.1,2.2,19.0,85.0,0,9.0,67.0,2165.6,170,0.0,589.0,1.9,85.0,3877.15,81.0,203.0,14.0,25.0,205.0,0.97,1.0,1.5,19.0
redis,node-redis,33206.0,1803.0,494094,834.6,5.0,1.0,11.9,7.4,22.0,32.9,9.5,20.0,87.0,8,20.0,32.0,2772.4,2934,2.0,1180.0,1.2,208.0,4947.91,126.0,83.0,21.0,41.0,51.0,0.86,0.94,1.5,20.0
sindresorhus,pretty-ms,1984.0,68.0,409524,834.4,4.0,-1.0,14.1,0.1,4.0,0.0,0.0,7.0,85.0,0,6.0,1100.0,2969.7,9,0.0,18.0,3.9,10.0,3664.39,9.0,2.0,2.0,4.0,6.0,0.94,1.0,1.5,7.0
liady,webpack-node-externals,2578.0,68.0,703570,834.4,1.0,-1.0,-1.0,51.0,1.0,0.0,-1.0,8.0,42.0,0,9.0,100.0,1883.6,2248,24.0,-1.0,1.9,8.0,2986.56,4.0,1.0,-1.0,1.0,-1.0,0.53,0.68,1.5,8.0
taylorhakes,promise-polyfill,4290.0,325.0,882304,834.4,1.0,-1.0,-1.0,0.3,2.0,3.4,-1.0,8.0,42.0,0,11.0,82.0,2989.7,3593,16.0,13.0,2.8,23.0,3691.21,34.0,1.0,2.0,5.0,3.0,0.97,0.95,1.5,8.0
angular,angular,187600.0,24482.0,3317730,784.0,214.0,67.0,17.9,3.5,1388.0,12.1,6.2,200.0,87.0,21,20.0,205.0,2967.1,12679,58.0,150564.0,1.3,482.0,3482.32,362.0,924.0,93.0,1436.0,259.0,0.95,0.99,1.4,200.0
steveukx,git-js,6694.0,317.0,0,784.0,-2.0,-1.0,21.1,10.7,16.0,10.8,0.0,24.0,42.0,0,66.0,45.0,3343.5,42,6.0,787.0,1.2,137.0,3893.8,71.0,16.0,4.0,16.0,26.0,0.89,1.0,1.4,24.0
rollup,rollup-pluginutils,90.0,17.0,1910103,784.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,25.0,0,11.0,46.0,2588.7,6353,47.0,-1.0,2.7,32.0,3081.88,-1.0,-1.0,-1.0,-1.0,-1.0,1.00,1.0,1.4,8.0
react-component,util,1180.0,169.0,473760,784.5,3.0,1.0,113.4,0.5,32.0,13.6,0.0,8.0,37.0,0,17.0,108.0,2564.4,320,0.0,460.0,2.0,86.0,3336.78,152.0,6.0,6.0,39.0,26.0,0.46,0.94,1.4,8.0
medikoo,cli-color,1330.0,42.0,436929,784.5,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,42.0,0,8.0,266.0,2894.4,66,0.0,3.0,1.4,24.0,4647.37,6.0,-1.0,-1.0,-1.0,-1.0,0.90,1.0,1.4,4.0
d3,d3-selection,1102.0,305.0,218128,784.5,0.0,-1.0,0.1,0.1,1.0,0.1,-1.0,11.0,37.0,0,2.0,54.0,3094.9,1159,7.0,6.0,1.5,89.0,3247.17,42.0,2.0,1.0,4.0,1.0,0.98,0.93,1.4,11.0
mysticatea,npm-run-all,11182.0,240.0,1038604,784.5,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,13.0,42.0,0,12.0,118.0,2509.7,928,0.0,-1.0,1.5,37.0,3296.53,51.0,1.0,-1.0,-1.0,-1.0,0.52,0.84,1.4,13.0
